stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
2:10:JDFS-19,,"Jiřetín p.Jedlovou,nám.",,,,365,,0,,Europe/Prague,0,
2:10:JDFS-18,,"Chřibská,ozdravovna",,,,361,,0,,Europe/Prague,0,
2:10:JDFS-17,,"Chřibská,nám.",,,,361,,0,,Europe/Prague,0,
2:10:JDFS-16,,Huntířov,,,,345,,0,,Europe/Prague,0,
2:10:JDFS-15,,"Horní Podluží,u vleku",,,,364,,0,,Europe/Prague,0,
2:10:JDFS-14,,"Horní Podluží,křiž.",,,,364,,0,,Europe/Prague,0,
2:10:JDFS-13,,"Česká Kamenice,Horní Kamenice",,,,351,,0,,Europe/Prague,0,
2:10:JDFS-12,,"Dolní Podluží,žel.st.",,,,366,,0,,Europe/Prague,0,
2:10:JDFS-11,,"Dolní Podluží,Velveta 06",,,,366,,0,,Europe/Prague,0,
2:10:JDFS-10,,"Dolní Podluží,škola",,,,366,,0,,Europe/Prague,0,
2:10:JDFS-1,,"Česká Kamenice,Fibichova",,,,351,,0,,Europe/Prague,0,
2:11:JDFS-9,,"Louny,ČSAD",,,,801,,0,,Europe/Prague,0,
2:11:JDFS-8,,"Černčice,nad pivovarem",,,,861,,0,,Europe/Prague,0,
2:11:JDFS-7,,"Louny,Luna",,50.357027,13.78872,801,,0,,Europe/Prague,0,
2:11:JDFS-6,,"Louny,aut.nádr.",,,,801,,0,,Europe/Prague,0,
2:11:JDFS-5,,"Slavětín,Kystra,rozc.",,,,867,,0,,Europe/Prague,0,
2:11:JDFS-4,,"Slavětín,Kystra",,,,867,,0,,Europe/Prague,0,
2:11:JDFS-3,,"Obora,závod",,,,861,,0,,Europe/Prague,0,
2:11:JDFS-22,,"Peruc,žel.st.",,,,871,,0,,Europe/Prague,0,
2:11:JDFS-21,,"Louny,sokolovna",,50.355544,13.795152,801,,0,,Europe/Prague,0,
2:11:JDFS-20,,Veltěže,,,,868,,0,,Europe/Prague,0,
2:11:JDFS-2,,"Černčice,škola",,,,861,,0,,Europe/Prague,0,
2:11:JDFS-19,,"Peruc,Telce",,50.3097572,13.9734278,873,,0,,Europe/Prague,0,
2:11:JDFS-18,,"Peruc,Stradonice",,50.373302,13.958233,872,,0,,Europe/Prague,0,
2:11:JDFS-17,,Slavětín,,,,867,,0,,Europe/Prague,0,
2:11:JDFS-16,,"Peruc,Radonice n.Ohří",,50.377247,13.920452,872,,0,,Europe/Prague,0,
2:11:JDFS-15,,"Peruc,koupaliště",,,,871,,0,,Europe/Prague,0,
2:11:JDFS-14,,Peruc,,50.339433,13.960052,"871,871",,0,,Europe/Prague,0,
2:11:JDFS-13,,"Peruc,Pátek",,,,872,,0,,Europe/Prague,0,
2:11:JDFS-12,,"Louny,žel.st.",,,,801,,0,,Europe/Prague,0,
2:11:JDFS-11,,"Louny,Praga",,50.359562,13.81605,801,,0,,Europe/Prague,0,
2:11:JDFS-10,,"Louny,EPL hl.vrát.",,,,801,,0,,Europe/Prague,0,
2:11:JDFS-1,,Černčice,,,,861,,0,,Europe/Prague,0,
2:12:JDFS-9,,"Česká Kamenice,žel.st.",,,,351,,0,,Europe/Prague,0,
2:12:JDFS-8,,"Česká Kamenice,Benar",,,,351,,0,,Europe/Prague,0,
2:12:JDFS-6,,"Janská,u Bednářů",,,,357,,0,,Europe/Prague,0,
2:12:JDFS-5,,"Janská,prodejna",,50.803939,14.369807,357,,0,,Europe/Prague,0,
2:12:JDFS-4,,"Janská,odb.VÚ",,,,351,,0,,Europe/Prague,0,
2:12:JDFS-3,,"Janská,Drůbežárna",,,,357,,0,,Europe/Prague,0,
2:12:JDFS-2,,"Janská,bytovky",,50.807363,14.360166,357,,0,,Europe/Prague,0,
2:13:JDFS-9,,"Krupka,zahr.kolonie",,50.692438,13.851999,431,,0,,Europe/Prague,0,
2:13:JDFS-8,,"Krupka,škola",,,,431,,0,,Europe/Prague,0,
2:13:JDFS-7,,"Krupka,rozc.",,50.664772,13.879823,431,,0,,Europe/Prague,0,
2:13:JDFS-6,,"Krupka,muzeum",,50.686677,13.855412,431,,0,,Europe/Prague,0,
2:13:JDFS-5,,"Krupka,Husitská",,50.69108,13.8577871,431,,0,,Europe/Prague,0,
2:13:JDFS-41,,"Krupka,ke Kateřině",,,,"431,431",,0,,Europe/Prague,0,
2:13:JDFS-40,,"Krupka,Hornická stezka",,50.692896,13.855177,431,,0,,Europe/Prague,0,
2:13:JDFS-4,,"Duchcov,Želenská",,,,411,,0,,Europe/Prague,0,
2:13:JDFS-39,,"Krupka,Bohosudov,žel.st.",,50.67131,13.875007,431,,0,,Europe/Prague,0,
2:13:JDFS-38,,"Krupka,štola Starý Martin",,,,431,,0,,Europe/Prague,0,
2:13:JDFS-37,,"Krupka,prům.zóna III",,,,431,,0,,Europe/Prague,0,
2:13:JDFS-36,,"Zabrušany,Želénky",,,,493,,0,,Europe/Prague,0,
2:13:JDFS-35,,"Zabrušany,Všechlapy",,,,493,,0,,Europe/Prague,0,
2:13:JDFS-34,,"Zabrušany,Štěrbina",,,,493,,0,,Europe/Prague,0,
2:13:JDFS-33,,"Zabrušany,Straky",,,,493,,0,,Europe/Prague,0,
2:13:JDFS-32,,"Zabrušany,rozc.",,,,493,,0,,Europe/Prague,0,
2:13:JDFS-31,,"Teplice,Valy",,50.634846,13.82733,401,,0,,Europe/Prague,0,
2:13:JDFS-30,,"Teplice,Trnovany,Policie ČR",,50.650313,13.837932,401,,0,,Europe/Prague,0,
2:13:JDFS-29,,"Teplice,Trnovany,čerp.st.",,50.653851,13.849632,401,,0,,Europe/Prague,0,
2:13:JDFS-28,,"Teplice,Trnovany",,50.652145,13.843906,401,,0,,Europe/Prague,0,
2:13:JDFS-27,,"Teplice,Novoveská",,50.6249352,13.818552,401,,0,,Europe/Prague,0,
2:13:JDFS-25,,"Teplice,Bystřanská u přejezdu",,,,401,,0,,Europe/Prague,0,
2:13:JDFS-24,,"Teplice,Bílá cesta",,,,401,,0,,Europe/Prague,0,
2:13:JDFS-22,,"Krupka,U plovárny",,,,431,,0,,Europe/Prague,0,
2:13:JDFS-21,,"Krupka,Horní Krupka,host.",,50.702347,13.85468,432,,0,,Europe/Prague,0,
2:13:JDFS-20,,"Krupka,Horní Krupka",,,,432,,0,,Europe/Prague,0,
2:13:JDFS-19,,"Krupka,Fojtovice,Komáří vížka",,,,432,,0,,Europe/Prague,0,
2:13:JDFS-18,,"Krupka,Fojtovice",,50.7152977,13.85465,432,,0,,Europe/Prague,0,
2:13:JDFS-17,,"Krupka,Bohosudov,MěÚ",,50.67228,13.878811,431,,0,,Europe/Prague,0,
2:13:JDFS-16,,"Krupka,Bohosudov,Dlouhá",,50.678888,13.877116,431,,0,,Europe/Prague,0,
2:13:JDFS-15,,"Teplice,Olympia",,50.661602,13.8655825,401,,0,,Europe/Prague,1,
2:13:JDFS-14,,"Krupka,prům.zóna II",,,,431,,0,,Europe/Prague,0,
2:13:JDFS-13,,"Krupka,prům.zóna I",,,,431,,0,,Europe/Prague,0,
2:13:JDFS-12,,"Zabrušany,ObÚ",,,,493,,0,,Europe/Prague,0,
2:13:JDFS-11,,"Teplice,divadlo",,50.640166,13.82892,401,,0,,Europe/Prague,0,
2:13:JDFS-10,,Srbice,,50.660416,13.868459,401,,0,,Europe/Prague,0,
2:13:JDFS-1,,"Duchcov,kino",,50.603423,13.747748,411,,0,,Europe/Prague,0,
2:14:JDFS-6,,"Chožov,u váhy",,,,863,,0,,Europe/Prague,0,
2:14:JDFS-5,,"Chožov,u čs.kostela",,,,863,,0,,Europe/Prague,0,
2:14:JDFS-4,,"Děčany,rozc.0.5",,,,"753,753",,0,,Europe/Prague,0,
2:14:JDFS-33,,"Bitozeves,Triangle-sever III",,50.375117,13.597357,917,,0,,Europe/Prague,0,
2:14:JDFS-32,,"Velemyšleves,Triangle-západ",,,,917,,0,,Europe/Prague,0,
2:14:JDFS-31,,"Velemyšleves,Triangle-sever II",,50.379681,13.571808,917,,0,,Europe/Prague,0,
2:14:JDFS-30,,"Bitozeves,Triangle-východ",,,,"917,917",,0,,Europe/Prague,0,
2:14:JDFS-3,,Děčany,,,,753,,0,,Europe/Prague,0,
2:14:JDFS-29,,"Velemyšleves,Triangle-sever",,50.3776779,13.5787411,917,,0,,Europe/Prague,0,
2:14:JDFS-28,,"Staňkovice,Triangle-jih",,,,917,,0,,Europe/Prague,0,
2:14:JDFS-26,,"Chožov,samota",,,,863,,0,,Europe/Prague,0,
2:14:JDFS-25,,"Vršovice,u jezu",,,,862,,0,,Europe/Prague,0,
2:14:JDFS-24,,Vršovice,,,,862,,0,,Europe/Prague,0,
2:14:JDFS-23,,"Chožov,Třtěno",,,,863,,0,,Europe/Prague,0,
2:14:JDFS-22,,"Třebívlice,žel.st.",,,,751,,0,,Europe/Prague,0,
2:14:JDFS-21,,"Třebívlice,nám.",,,,751,,0,,Europe/Prague,0,
2:14:JDFS-20,,"Děčany,Solany",,,,753,,0,,Europe/Prague,0,
2:14:JDFS-19,,"Postoloprty,nákup.stř.",,,,811,,0,,Europe/Prague,0,
2:14:JDFS-18,,"Postoloprty,Březno",,,,811,,0,,Europe/Prague,0,
2:14:JDFS-17,,Postoloprty,,50.359943,13.691013,811,,0,,Europe/Prague,0,
2:14:JDFS-16,,"Chožov,Mnichovský Týnec,rozc.",,,,863,,0,,Europe/Prague,0,
2:14:JDFS-15,,"Děčany,Lukohořany",,,,753,,0,,Europe/Prague,0,
2:14:JDFS-11,,"Louny,EPL",,50.35428,13.76183,801,,0,,Europe/Prague,0,
2:14:JDFS-1,,"Postoloprty,Březno,rozc.",,,,811,,0,,Europe/Prague,0,
2:15:JDFS-9,,Hoštka,,,,654,,0,,Europe/Prague,0,
2:15:JDFS-8,,"Kyškovice,Hamráček,rozc.",,,,667,,0,,Europe/Prague,0,
2:15:JDFS-5,,"Budyně n.Ohří,žel.st.",,,,771,,0,,Europe/Prague,0,
2:15:JDFS-47,,"Hoštka,škola",,,,654,,0,,Europe/Prague,0,
2:15:JDFS-46,,"Radovesice,náves",,,,729,,0,,Europe/Prague,0,
2:15:JDFS-45,,"Vrutice,Svařenice,Vrbická",,,,655,,0,,Europe/Prague,0,
2:15:JDFS-42,,"Přestavlky,rozc.1.0",,,,772,,0,,Europe/Prague,0,
2:15:JDFS-41,,"Budyně n.Ohří,Pražská",,,,771,,0,,Europe/Prague,0,
2:15:JDFS-40,,Žabovřesky n.Ohří,,,,775,,0,,Europe/Prague,0,
2:15:JDFS-4,,"Budyně n.Ohří,škola",,,,771,,0,,Europe/Prague,0,
2:15:JDFS-39,,"Budyně n.Ohří,Vrbka",,,,771,,0,,Europe/Prague,0,
2:15:JDFS-38,,Vrbice,,50.482903,14.286608,656,,0,,Europe/Prague,0,
2:15:JDFS-37,,"Vrbice,Vetlá",,,,656,,0,,Europe/Prague,0,
2:15:JDFS-36,,"Vědomice,rozc.0.7",,,,667,,0,,Europe/Prague,0,
2:15:JDFS-34,,"Štětí,sídliště",,,,651,,0,,Europe/Prague,0,
2:15:JDFS-33,,"Štětí,hotelový dům",,,,651,,0,,Europe/Prague,0,
2:15:JDFS-31,,"Budyně n.Ohří,Roudníček",,,,771,,0,,Europe/Prague,0,
2:15:JDFS-3,,"Budyně n.Ohří,Břežany n.Ohří",,,,771,,0,,Europe/Prague,0,
2:15:JDFS-26,,Radovesice,,50.41117,14.068567,729,,0,,Europe/Prague,0,
2:15:JDFS-25,,Přestavlky,,,,772,,0,,Europe/Prague,0,
2:15:JDFS-22,,"Mšené-lázně,Podbradec",,,,777,,0,,Europe/Prague,0,
2:15:JDFS-21,,"Budyně n.Ohří,Písty",,,,771,,0,,Europe/Prague,0,
2:15:JDFS-20,,"Budyně n.Ohří,Nížebohy",,,,771,,0,,Europe/Prague,0,
2:15:JDFS-2,,"Brzánky,rozc.",,,,668,,0,,Europe/Prague,0,
2:15:JDFS-19,,"Vrbice,Mastířovice,rozc.",,,,656,,0,,Europe/Prague,0,
2:15:JDFS-18,,"Libochovice,žel.zast.město",,,,721,,0,,Europe/Prague,0,
2:15:JDFS-17,,"Libochovice,škola",,,,721,,0,,Europe/Prague,0,
2:15:JDFS-16,,"Libochovice,cukrovar",,50.407568,14.053284,721,,0,,Europe/Prague,0,
2:15:JDFS-15,,"Libochovice,aut.nádr.",,,,721,,0,,Europe/Prague,0,
2:15:JDFS-14,,Kyškovice,,,,667,,0,,Europe/Prague,0,
2:15:JDFS-13,,"Budyně n.Ohří,Kostelec n.Ohří",,,,771,,0,,Europe/Prague,0,
2:15:JDFS-12,,"Hoštka,žel.st.",,,,654,,0,,Europe/Prague,0,
2:15:JDFS-11,,"Hoštka,nám.",,,,654,,0,,Europe/Prague,0,
2:15:JDFS-10,,"Hoštka,Na vyhlídce",,,,654,,0,,Europe/Prague,0,
2:15:JDFS-1,,"Mšené-lázně,Brníkov",,,,778,,0,,Europe/Prague,0,
2:16:JDFS-9,,"Jirkov,žel.st.",,,,511,,0,,Europe/Prague,0,
2:16:JDFS-8,,"Jirkov,osada",,50.506521,13.446326,511,,0,,Europe/Prague,0,
2:16:JDFS-7,,"Jirkov,Červenohrádecká",,,,511,,0,,Europe/Prague,0,
2:16:JDFS-6,,"Jirkov,aut.nádr.",,,,511,,0,,Europe/Prague,0,
2:16:JDFS-4,,"Chomutov,Písečná",,,,501,,0,,Europe/Prague,0,
2:16:JDFS-31,,"Bitozeves,Triangle-střed",,,,917,,0,,Europe/Prague,0,
2:16:JDFS-28,,"Chomutov,Aquasvět",,,,501,,0,,Europe/Prague,0,
2:16:JDFS-25,,"Chomutov,Gymnázium",,,,501,,0,,Europe/Prague,0,
2:16:JDFS-24,,"Jirkov,Dvořákova",,,,511,,0,,Europe/Prague,0,
2:16:JDFS-23,,"Chomutov,Mostecká",,50.463,13.419127,501,,0,,Europe/Prague,0,
2:16:JDFS-22,,"Most,Obchodní dům PRIOR",,,,201,,0,,Europe/Prague,0,
2:16:JDFS-21,,"Most,Nemocnice",,50.50865,13.626914,201,,0,,Europe/Prague,0,
2:16:JDFS-2,,Drmaly,,50.522423,13.458028,571,,0,,Europe/Prague,0,
2:16:JDFS-19,,"Most,nádraží",,,,201,,0,,Europe/Prague,0,
2:16:JDFS-18,,"Třebušice,MUS-DTS Vrbenský",,,,211,,0,,Europe/Prague,0,
2:16:JDFS-17,,"Most,Pod Resslem",,50.511925,13.623421,201,,0,,Europe/Prague,0,
2:16:JDFS-16,,"Most,Sever",,50.507703,13.654835,201,,0,,Europe/Prague,0,
2:16:JDFS-15,,"Vysoká Pec,rozc.1.0",,50.51296,13.468949,573,,0,,Europe/Prague,0,
2:16:JDFS-14,,Vysoká Pec,,,,571,,0,,Europe/Prague,0,
2:16:JDFS-13,,Otvice,,50.479736,13.450988,501,,0,,Europe/Prague,0,
2:16:JDFS-12,,Nové Ervěnice,,,,511,,0,,Europe/Prague,0,
2:16:JDFS-11,,"Komořany,DUK",,,,211,,0,,Europe/Prague,0,
2:16:JDFS-10,,Komořany,,,,211,,0,,Europe/Prague,0,
2:16:JDFS-1,,Červený Hrádek,,,,511,,0,,Europe/Prague,0,
2:17:JDFS-9,,"Most,1.nám.",,,,201,,0,,Europe/Prague,0,
2:17:JDFS-8,,Bylany,,50.466933,13.60462,208,,0,,Europe/Prague,0,
2:17:JDFS-7,,Malé Březno,,,,208,,0,,Europe/Prague,0,
2:17:JDFS-6,,"Liběšice,kaplička",,,,232,,0,,Europe/Prague,0,
2:17:JDFS-5,,Hošnice,,,,574,,0,,Europe/Prague,0,
2:17:JDFS-4,,"Čepirohy,ZK",,,,201,,0,,Europe/Prague,0,
2:17:JDFS-3,,"Čepirohy,Hrabák",,,,201,,0,,Europe/Prague,0,
2:17:JDFS-2,,"Braňany,závod",,,,231,,0,,Europe/Prague,0,
2:17:JDFS-17,,"Želenice,štěrkovna",,,,232,,0,,Europe/Prague,0,
2:17:JDFS-16,,Želenice,,,,232,,0,,Europe/Prague,0,
2:17:JDFS-15,,Vysoké Březno,,,,208,,0,,Europe/Prague,0,
2:17:JDFS-14,,"Velebudice,rozc.0.5",,50.48578,13.634816,201,,0,,Europe/Prague,0,
2:17:JDFS-13,,"Strupčice,škola",,,,574,,0,,Europe/Prague,0,
2:17:JDFS-12,,Strupčice,,,,574,,0,,Europe/Prague,0,
2:17:JDFS-11,,Obrnice,,50.50503,13.697555,201,,0,,Europe/Prague,0,
2:17:JDFS-10,,"Most,Čs.mládeže",,,,201,,0,,Europe/Prague,0,
2:17:JDFS-1,,Braňany,,,,231,,0,,Europe/Prague,0,
2:18:JDFS-9,,"Chudoslavice,Myštice,rozc.0.5",,50.570145,14.187486,623,,0,,Europe/Prague,0,
2:18:JDFS-8,,"Lovečkovice,Mukařov,rozc.0.4",,,,641,,0,,Europe/Prague,0,
2:18:JDFS-7,,Lovečkovice,,,,641,,0,,Europe/Prague,0,
2:18:JDFS-6,,"Litoměřice,Daliborova",,,,601,,0,,Europe/Prague,0,
2:18:JDFS-5,,"Litoměřice,aut.nádr.",,,,601,,0,,Europe/Prague,0,
2:18:JDFS-4,,"Lovečkovice,Levínské Petrovice,rozc.",,,,641,,0,,Europe/Prague,0,
2:18:JDFS-3,,Chudoslavice,,50.583349,14.187432,623,,0,,Europe/Prague,0,
2:18:JDFS-26,,"Litoměřice,katastrální úřad",,,,601,,0,,Europe/Prague,0,
2:18:JDFS-25,,"Třebušín,Horní Týnec",,,,621,,0,,Europe/Prague,0,
2:18:JDFS-24,,"Třebušín,Dolní Týnec",,,,621,,0,,Europe/Prague,0,
2:18:JDFS-23,,"Třebušín,pečovatelský dům",,,,621,,0,,Europe/Prague,0,
2:18:JDFS-22,,"Žitenice,Pohořanská",,,,625,,0,,Europe/Prague,0,
2:18:JDFS-21,,Žitenice,,,,625,,0,,Europe/Prague,0,
2:18:JDFS-20,,"Třebušín,Všeradiště rozc.0.5",,,,621,,0,,Europe/Prague,0,
2:18:JDFS-2,,"Bohušovice n.Ohří,žel.st.",,,,761,,0,,Europe/Prague,0,
2:18:JDFS-19,,Verneřice,,,,336,,0,,Europe/Prague,0,
2:18:JDFS-18,,Třebušín,,,,621,,0,,Europe/Prague,0,
2:18:JDFS-17,,"Terezín,křiž.",,,,763,,0,,Europe/Prague,0,
2:18:JDFS-16,,"Terezín,aut.nádr.",,,,763,,0,,Europe/Prague,0,
2:18:JDFS-15,,"Ploskovice,Těchobuzice",,,,622,,0,,Europe/Prague,0,
2:18:JDFS-14,,"Staňkovice,rozc.",,,,623,,0,,Europe/Prague,0,
2:18:JDFS-13,,"Staňkovice,mlýn",,,,624,,0,,Europe/Prague,0,
2:18:JDFS-12,,"Bohušovice n.Ohří,záv.",,,,763,,0,,Europe/Prague,0,
2:18:JDFS-11,,"Žitenice,Pohořany",,,,625,,0,,Europe/Prague,0,
2:18:JDFS-10,,Ploskovice,,50.560527,14.198946,622,,0,,Europe/Prague,0,
2:32:JDFS-6,,"Žatec,Lučanská",,,,901,,0,,Europe/Prague,0,
2:18:JDFS-1,,"Bohušovice n.Ohří,sídliště",,,,761,,0,,Europe/Prague,0,
2:19:JDFS-7,,"Litvínov,nám.Míru",,,,221,,0,,Europe/Prague,0,
2:19:JDFS-6,,"Litvínov,nádraží",,,,221,,0,,Europe/Prague,0,
2:19:JDFS-5,,"Havraň,škola",,,,202,,0,,Europe/Prague,0,
2:19:JDFS-4,,Havraň,,,,202,,0,,Europe/Prague,0,
2:19:JDFS-3,,"Most,Zimní stadion",,50.513432,13.646031,201,,0,,Europe/Prague,0,
2:19:JDFS-13,,"Most,Sportovní hala",,50.510524,13.643055,201,,0,,Europe/Prague,0,
2:20:JDFS-9,,"Liběšice,Trnobrany",,,,635,,0,,Europe/Prague,0,
2:20:JDFS-8,,"Liběšice,Srdov",,,,635,,0,,Europe/Prague,0,
2:20:JDFS-7,,"Lovečkovice,Lukavice",,,,641,,0,,Europe/Prague,0,
2:20:JDFS-5,,"Liběšice,škola",,,,635,,0,,Europe/Prague,0,
2:20:JDFS-4,,Liběšice,,,,635,,0,,Europe/Prague,0,
2:20:JDFS-3,,"Lovečkovice,Klínky",,,,641,,0,,Europe/Prague,0,
2:20:JDFS-2,,"Úštěk,Hradec",,,,642,,0,,Europe/Prague,0,
2:20:JDFS-11,,"Liběšice,žel.st.",,,,635,,0,,Europe/Prague,0,
2:20:JDFS-10,,"Lovečkovice,Touchořiny",,,,641,,0,,Europe/Prague,0,
2:20:JDFS-1,,"Levín,Horní Vysoké",,,,642,,0,,Europe/Prague,0,
2:22:JDFS-9,,"Řehlovice,Lány dolní",,,,112,,0,,Europe/Prague,0,
2:22:JDFS-8,,Řehlovice,,,,"112,112",,0,,Europe/Prague,0,
2:22:JDFS-7,,"Řehlovice,Radejčín",,,,116,,0,,Europe/Prague,0,
2:22:JDFS-6,,"Řehlovice,Hliňany",,,,"112,112",,0,,Europe/Prague,0,
2:22:JDFS-5,,"Řehlovice,Habří",,,,112,,0,,Europe/Prague,0,
2:22:JDFS-4,,"Řehlovice,Stadice,Pelikánův mlýn",,,,112,,0,,Europe/Prague,0,
2:22:JDFS-3,,Habrovany,,50.597171,13.980771,115,,0,,Europe/Prague,0,
2:22:JDFS-23,,"Řehlovice,žel.st.",,,,"112,112",,0,,Europe/Prague,0,
2:22:JDFS-22,,"Ústí n.L.,Pětidomí",,,,101,,0,,Europe/Prague,0,
2:22:JDFS-20,,"Řehlovice,Brozánky",,,,112,,0,,Europe/Prague,0,
2:22:JDFS-2,,"Řehlovice,Dubice,Dubičky",,,,116,,0,,Europe/Prague,0,
2:22:JDFS-19,,"Trmice,Zámecká",,,,101,,0,,Europe/Prague,0,
2:22:JDFS-18,,"Trmice,Za Humny",,50.642624,14.002744,101,,0,,Europe/Prague,0,
2:22:JDFS-17,,"Trmice,Nová škola",,,,101,,0,,Europe/Prague,0,
2:22:JDFS-16,,"Trmice,Bělský můstek",,,,101,,0,,Europe/Prague,0,
2:22:JDFS-15,,"Ústí n.L.,Nové Předlice",,,,101,,0,,Europe/Prague,0,
2:22:JDFS-13,,"Trmice,stará škola",,,,101,,0,,Europe/Prague,0,
2:22:JDFS-12,,"Trmice,Globus",,50.651067,14.003348,101,,0,,Europe/Prague,0,
2:22:JDFS-10,,"Ústí n.L.,západní nádr.",,,,101,,0,,Europe/Prague,0,
2:22:JDFS-1,,"Řehlovice,Dubice",,,,116,,0,,Europe/Prague,0,
2:23:JDFS-9,,"Zálužice,Stekník",,,,843,,0,,Europe/Prague,0,
2:23:JDFS-8,,"Postoloprty,Skupice",,50.336052,13.69817,842,,0,,Europe/Prague,0,
2:23:JDFS-7,,"Postoloprty,Mradice,mlýn",,50.330555,13.677936,842,,0,,Europe/Prague,0,
2:23:JDFS-6,,"Postoloprty,Mradice",,50.330555,13.677936,842,,0,,Europe/Prague,0,
2:23:JDFS-5,,"Postoloprty,Malnice",,50.334488,13.715659,842,,0,,Europe/Prague,0,
2:23:JDFS-16,,"Lipno,Drahomyšl,kaplička",,,,846,,0,,Europe/Prague,0,
2:23:JDFS-15,,"Žatec,u hřbitova",,,,901,,0,,Europe/Prague,0,
2:23:JDFS-13,,"Jimlín,Zeměchy",,,,841,,0,,Europe/Prague,0,
2:23:JDFS-12,,"Zálužice,rozc.",,,,843,,0,,Europe/Prague,0,
2:23:JDFS-11,,"Žatec,Trnovany",,,,901,,0,,Europe/Prague,0,
2:23:JDFS-10,,"Postoloprty,Strkovice",,50.32564,13.649752,842,,0,,Europe/Prague,0,
2:23:JDFS-1,,"Postoloprty,Hradiště",,,,842,,0,,Europe/Prague,0,
2:24:JDFS-8,,"Chomutov,Písečná I-13",,,,501,,0,,Europe/Prague,0,
2:24:JDFS-7,,"Chomutov,Lesopark u lávky",,,,501,,0,,Europe/Prague,0,
2:24:JDFS-5,,"Hamr,škola",,,,221,,0,,Europe/Prague,0,
2:24:JDFS-4,,Hamr,,50.592442,13.574226,221,,0,,Europe/Prague,0,
2:24:JDFS-3,,"Ervěnice,záv.ČSA",,,,211,,0,,Europe/Prague,0,
2:24:JDFS-29,,"Chomutov,Zoopark",,50.477488,13.419961,501,,0,,Europe/Prague,0,
2:24:JDFS-28,,"Chomutov,Zborovská",,50.462368,13.410154,501,,0,,Europe/Prague,0,
2:24:JDFS-26,,"Chomutov,žel.zast.",,,,501,,0,,Europe/Prague,0,
2:24:JDFS-25,,"Janov,konečná",,,,221,,0,,Europe/Prague,0,
2:24:JDFS-24,,"Záluží,CHEMOPETROL",,,,211,,0,,Europe/Prague,0,
2:24:JDFS-20,,"Litvínov,Krušnohor",,,,221,,0,,Europe/Prague,0,
2:24:JDFS-17,,"Komořany,tábor 7",,,,211,,0,,Europe/Prague,0,
2:24:JDFS-16,,"Komořany,Obránců míru",,,,211,,0,,Europe/Prague,0,
2:24:JDFS-15,,"Komořany,KSK",,,,211,,0,,Europe/Prague,0,
2:24:JDFS-13,,"Jirkov,školky",,,,511,,0,,Europe/Prague,0,
2:25:JDFS-9,,"Osek,klášter",,,,443,,0,,Europe/Prague,0,
2:25:JDFS-7,,"Lom,nám.",,,,221,,0,,Europe/Prague,0,
2:25:JDFS-6,,"Lom,Červený kříž",,,,221,,0,,Europe/Prague,0,
2:25:JDFS-5,,"Litvínov,u hřbitova",,,,221,,0,,Europe/Prague,0,
2:25:JDFS-4,,"Litvínov,Jiráskova",,,,221,,0,,Europe/Prague,0,
2:25:JDFS-2,,"Osek,Dlouhá Louka,háj.",,,,443,,0,,Europe/Prague,0,
2:25:JDFS-11,,"Litvínov,prům.zóna",,,,221,,0,,Europe/Prague,0,
2:25:JDFS-10,,"Osek,autokempink",,50.622612,13.686856,443,,0,,Europe/Prague,0,
2:25:JDFS-1,,"Osek,Dlouhá Louka",,50.65034,13.6469469,443,,0,,Europe/Prague,0,
2:26:JDFS-9,,"Třebenice,Medvědice",,,,736,,0,,Europe/Prague,0,
2:26:JDFS-5,,"Třebenice,Lipá",,,,736,,0,,Europe/Prague,0,
2:26:JDFS-4,,"Třebenice,Kololeč,rozc.",,,,731,,0,,Europe/Prague,0,
2:26:JDFS-3,,Jenčice,,,,732,,0,,Europe/Prague,0,
2:26:JDFS-20,,"Třebenice,Dlažkovická",,,,731,,0,,Europe/Prague,0,
2:26:JDFS-2,,Dlažkovice,,,,733,,0,,Europe/Prague,0,
2:26:JDFS-18,,"Třebenice,Kocourov",,,,736,,0,,Europe/Prague,0,
2:26:JDFS-17,,"Vlastislav,rozc.",,50.493935,13.957901,735,,0,,Europe/Prague,0,
2:32:JDFS-5,,"Žatec,Havlíčkovo nám.",,,,901,,0,,Europe/Prague,0,
2:26:JDFS-16,,Vlastislav,,50.497048,13.95544,735,,0,,Europe/Prague,0,
2:26:JDFS-15,,"Třebenice,váha",,,,731,,0,,Europe/Prague,0,
2:26:JDFS-14,,"Třebenice,nám.",,,,731,,0,,Europe/Prague,0,
2:26:JDFS-13,,"Třebenice,Teplá",,,,731,,0,,Europe/Prague,0,
2:26:JDFS-12,,Sulejovice,,50.499692,14.034889,715,,0,,Europe/Prague,0,
2:26:JDFS-11,,Podsedice,,50.470702,13.953345,734,,0,,Europe/Prague,0,
2:26:JDFS-10,,"Třebenice,Mrsklesy",,,,736,,0,,Europe/Prague,0,
2:26:JDFS-1,,"Čížkovice,hl.sil.",,,,711,,0,,Europe/Prague,0,
2:27:JDFS-9,,"Dobroměřice,ZZN",,,,856,,0,,Europe/Prague,0,
2:27:JDFS-8,,"Dobroměřice,U Kádnera",,,,856,,0,,Europe/Prague,0,
2:27:JDFS-7,,"Dobroměřice,STS",,,,856,,0,,Europe/Prague,0,
2:27:JDFS-6,,"Dobroměřice,Jednota",,,,856,,0,,Europe/Prague,0,
